DateTime,Airport,Airport2,Inbound,Carrier,Delay,Distance
30-12-2008 19:02,JFK,ORD,1,B6,-30,740
30-12-2008 17:39,ORD,LGB,0,B6,-1,1735
30-12-2008 09:45,JFK,PBI,1,B6,-5,1028
30-12-2008 12:07,JFK,PBI,1,B6,-1,1028
30-12-2008 02:33,JFK,PBI,1,B6,183,1028
30-12-2008 11:47,JFK,PBI,1,B6,58,1028
30-12-2008 21:30,JFK,PBI,1,B6,-13,1028
30-12-2008 08:33,JFK,PBI,1,B6,-4,1028
30-12-2008 16:03,JFK,PBI,1,B6,44,1028
30-12-2008 22:42,JFK,PBI,1,B6,11,1028
30-12-2008 17:21,JFK,PBI,1,B6,16,1028
30-12-2008 07:44,JFK,PDX,1,B6,-14,2454
30-12-2008 19:24,JFK,PHX,1,B6,1,2153
30-12-2008 06:09,JFK,PHX,1,B6,-9,2153
30-12-2008 11:37,JFK,PIT,1,B6,-15,340
30-12-2008 21:25,JFK,PIT,1,B6,112,340
30-12-2008 08:44,JFK,PSE,1,B6,-17,1617
30-12-2008 07:39,JFK,PWM,1,B6,16,274
30-12-2008 08:43,JFK,PWM,1,B6,-3,274
30-12-2008 15:20,JFK,PWM,1,B6,-14,274
30-12-2008 19:25,JFK,PWM,1,B6,-1,274
30-12-2008 08:05,JFK,RDU,1,B6,-7,426
30-12-2008 11:40,JFK,RDU,1,B6,-5,426
30-12-2008 17:23,JFK,RDU,1,B6,18,426
30-12-2008 07:08,JFK,RIC,1,B6,-6,288
30-12-2008 11:55,JFK,RIC,1,B6,20,288
30-12-2008 19:06,JFK,RIC,1,B6,15,288
30-12-2008 20:27,JFK,ROC,1,B6,-32,264
30-12-2008 07:07,JFK,ROC,1,B6,-16,264
30-12-2008 13:00,JFK,ROC,1,B6,10,264
30-12-2008 08:28,JFK,ROC,1,B6,-21,264
30-12-2008 16:31,JFK,ROC,1,B6,-11,264
30-12-2008 10:45,JFK,RSW,1,B6,3,1074
30-12-2008 14:14,JFK,RSW,1,B6,20,1074
30-12-2008 12:36,JFK,RSW,1,B6,-4,1074
30-12-2008 16:06,JFK,RSW,1,B6,67,1074
30-12-2008 20:32,JFK,RSW,1,B6,17,1074
30-12-2008 22:01,JFK,RSW,1,B6,-10,1074
30-12-2008 17:12,JFK,RSW,1,B6,9,1074
30-12-2008 09:03,JFK,RSW,1,B6,3,1074
30-12-2008 19:45,JFK,SAN,1,B6,2,2446
30-12-2008 06:01,JFK,SEA,1,B6,-18,2421
30-12-2008 07:41,JFK,SFO,1,B6,44,2586
30-12-2008 05:48,JFK,SJC,1,B6,-28,2569
30-12-2008 23:45,JFK,SJU,1,B6,-16,1597
30-12-2008 19:14,JFK,SJU,1,B6,16,1597
30-12-2008 05:37,JFK,SJU,1,B6,-16,1597
30-12-2008 09:57,JFK,SJU,1,B6,-4,1597
30-12-2008 14:12,JFK,SJU,1,B6,-17,1597
30-12-2008 04:14,JFK,SJU,1,B6,-16,1597
30-12-2008 20:06,JFK,SJU,1,B6,-5,1597
30-12-2008 05:21,JFK,SLC,1,B6,1,1989
30-12-2008 08:19,JFK,SMF,1,B6,19,2521
30-12-2008 15:41,JFK,SRQ,1,B6,46,1041
30-12-2008 19:15,JFK,SRQ,1,B6,-10,1041
30-12-2008 10:13,JFK,SYR,1,B6,-8,209
30-12-2008 14:01,JFK,SYR,1,B6,-18,209
30-12-2008 19:56,JFK,SYR,1,B6,36,209
30-12-2008 07:24,JFK,SYR,1,B6,4,209
30-12-2008 08:34,JFK,TPA,1,B6,-6,1005
30-12-2008 14:55,JFK,TPA,1,B6,29,1005
30-12-2008 23:22,JFK,TPA,1,B6,103,1005
30-12-2008 10:22,JFK,TPA,1,B6,-8,1005
30-12-2008 18:09,JFK,TPA,1,B6,42,1005
30-12-2008 11:55,JFK,TPA,1,B6,-5,1005
31-12-2008 12:13,JFK,AUS,1,B6,-21,1522
31-12-2008 18:09,JFK,AUS,1,B6,-5,1522
31-12-2008 22:56,JFK,AUS,1,B6,78,1522
31-12-2008 07:31,JFK,BOS,1,B6,11,187
31-12-2008 09:12,JFK,BOS,1,B6,-3,187
31-12-2008 08:21,JFK,BOS,1,B6,9,187
31-12-2008 12:22,JFK,BOS,1,B6,33,187
31-12-2008 19:03,JFK,BOS,1,B6,208,187
31-12-2008 10:45,JFK,BOS,1,B6,29,187
31-12-2008 21:32,JFK,BOS,1,B6,92,187
31-12-2008 09:04,ORD,BOS,1,B6,7,867
31-12-2008 08:35,JFK,BQN,1,B6,-18,1576
31-12-2008 13:58,JFK,BQN,1,B6,-2,1576
31-12-2008 07:21,JFK,BTV,1,B6,3,267
31-12-2008 15:21,JFK,BTV,1,B6,62,267
31-12-2008 12:44,JFK,BTV,1,B6,8,267
31-12-2008 20:16,JFK,BTV,1,B6,65,267
31-12-2008 20:58,JFK,BUF,1,B6,13,301
31-12-2008 10:33,JFK,BUF,1,B6,48,301
31-12-2008 07:54,JFK,BUF,1,B6,40,301
31-12-2008 17:05,JFK,BUF,1,B6,238,301
31-12-2008 10:57,JFK,BUF,1,B6,47,301
31-12-2008 17:17,JFK,BUR,1,B6,8,2465
31-12-2008 21:01,JFK,BUR,1,B6,5,2465
31-12-2008 05:02,JFK,BUR,1,B6,-5,2465
31-12-2008 21:17,JFK,CLT,1,B6,78,541
31-12-2008 07:55,JFK,CLT,1,B6,-21,541
31-12-2008 06:13,JFK,DEN,1,B6,-12,1626
31-12-2008 19:28,JFK,DEN,1,B6,121,1626
31-12-2008 15:49,JFK,FLL,1,B6,61,1069
31-12-2008 21:40,JFK,FLL,1,B6,100,1069
31-12-2008 17:30,JFK,FLL,1,B6,90,1069
31-12-2008 13:44,JFK,FLL,1,B6,12,1069
31-12-2008 09:47,JFK,FLL,1,B6,-9,1069
31-12-2008 17:59,JFK,FLL,1,B6,48,1069
31-12-2008 22:57,JFK,FLL,1,B6,66,1069
31-12-2008 21:30,JFK,FLL,1,B6,120,1069
31-12-2008 12:18,JFK,FLL,1,B6,2,1069
31-12-2008 00:57,JFK,FLL,1,B6,35,1069
31-12-2008 08:40,JFK,FLL,1,B6,-3,1069
31-12-2008 17:11,JFK,HOU,1,B6,41,1428
31-12-2008 21:56,JFK,HOU,1,B6,49,1428
31-12-2008 06:58,JFK,IAD,1,B6,-17,228
31-12-2008 12:32,JFK,IAD,1,B6,10,228
31-12-2008 23:42,JFK,IAD,1,B6,149,228
31-12-2008 08:09,JFK,JAX,1,B6,-21,829
31-12-2008 15:29,JFK,JAX,1,B6,111,829
31-12-2008 20:28,JFK,JAX,1,B6,90,829
31-12-2008 09:24,JFK,AUS,0,B6,-1,1522
31-12-2008 20:55,JFK,AUS,0,B6,50,1522
31-12-2008 07:02,JFK,BOS,0,B6,-3,187
31-12-2008 09:46,JFK,BOS,0,B6,6,187
31-12-2008 19:56,JFK,BOS,0,B6,31,187
31-12-2008 22:58,JFK,BOS,0,B6,23,187
31-12-2008 12:07,JFK,BOS,0,B6,-3,187
31-12-2008 23:52,JFK,BQN,0,B6,-7,1576
31-12-2008 05:48,JFK,BQN,0,B6,3,1576
31-12-2008 11:19,JFK,BTV,0,B6,19,267
31-12-2008 09:14,JFK,BTV,0,B6,-1,267
31-12-2008 15:27,JFK,BTV,0,B6,-2,267
31-12-2008 23:14,JFK,BTV,0,B6,34,267
31-12-2008 06:40,JFK,BUF,0,B6,0,301
31-12-2008 12:56,JFK,BUF,0,B6,201,301
31-12-2008 20:56,JFK,BUF,0,B6,1,301
31-12-2008 12:40,JFK,BUF,0,B6,-5,301
31-12-2008 23:40,JFK,BUF,0,B6,65,301
31-12-2008 08:14,JFK,BUR,0,B6,-1,2465
31-12-2008 13:14,JFK,BUR,0,B6,-1,2465
31-12-2008 20:02,JFK,BUR,0,B6,123,2465
31-12-2008 09:27,JFK,CLT,0,B6,-3,541
31-12-2008 22:22,JFK,CLT,0,B6,42,541
31-12-2008 22:33,JFK,DEN,0,B6,88,1626
31-12-2008 10:17,JFK,DEN,0,B6,127,1626
31-12-2008 11:16,JFK,FLL,0,B6,46,1069
